Date	Price	Open	High	Low	Vol.	Change %
Dec 07, 2015	156.69	154.94	157.09	154.75	3.32K	0.97%
Dec 04, 2015	155.19	153.94	155.38	152.81	11.49K	1.10%
Dec 03, 2015	153.50	157.25	157.44	153.16	13.56K	-2.54%
Dec 02, 2015	157.50	157.47	157.62	156.75	7.12K	0.18%
Dec 01, 2015	157.22	155.75	157.53	155.06	17.75K	1.16%
Nov 30, 2015	155.41	155.25	155.78	154.91	64.71K	0.10%
Nov 27, 2015	155.25	155.28	155.94	155.16	83.86K	0.72%
Nov 26, 2015	154.14	153.93	154.18	153.86	-	-0.73%
Nov 25, 2015	155.28	154.94	155.62	154.81	265.21K	0.18%
Nov 24, 2015	155.00	155.12	155.75	154.69	400.30K	0.04%
Nov 23, 2015	154.94	154.41	155.28	153.84	351.89K	0.32%
Nov 20, 2015	154.44	154.53	155.06	154.31	236.90K	-0.16%
Nov 19, 2015	154.69	153.75	154.97	153.66	235.01K	0.55%
Nov 18, 2015	153.84	153.72	154.06	153.19	207.09K	0.00%
Nov 17, 2015	153.84	153.41	154.12	152.56	248.30K	0.38%
Nov 16, 2015	153.25	154.03	154.22	153.09	187.37K	-0.08%
Nov 13, 2015	153.38	152.84	153.66	152.72	210.68K	0.35%
Nov 12, 2015	152.84	152.12	153.19	151.91	271.52K	0.53%
Nov 11, 2015	152.03	152.19	152.47	151.94	52.31K	-0.37%
Nov 10, 2015	152.59	151.97	152.88	151.81	220.28K	0.33%
Nov 09, 2015	152.09	152.50	152.56	151.38	256.25K	-0.14%
Nov 06, 2015	152.31	154.28	154.56	151.78	378.48K	-1.16%
Nov 05, 2015	154.09	154.72	154.91	153.69	278.34K	-0.39%
Nov 04, 2015	154.69	154.81	155.28	154.31	239.90K	0.05%
Nov 03, 2015	154.62	156.06	156.28	154.47	218.22K	-0.73%
Nov 02, 2015	155.75	156.69	157.00	155.59	215.17K	-0.44%
