Date	Price	Open	High	Low	Vol.	Change %
Aug 11, 2014	98.08	97.54	98.58	97.37	241.49K	0.44%
Aug 08, 2014	97.65	97.64	98.45	97.15	266.01K	0.32%
Aug 07, 2014	97.34	96.89	97.72	96.55	286.53K	0.43%
Aug 06, 2014	96.92	97.62	98.13	96.69	263.60K	-0.47%
Aug 05, 2014	97.38	98.41	98.67	97.00	242.24K	-0.93%
Aug 04, 2014	98.29	97.67	98.67	97.43	204.26K	0.42%
Aug 01, 2014	97.88	97.70	98.10	97.09	274.99K	-0.30%
Jul 31, 2014	98.17	99.47	99.85	97.60	335.79K	-2.09%
Jul 30, 2014	100.27	101.03	101.67	99.42	263.97K	-0.69%
Jul 29, 2014	100.97	101.60	101.83	100.37	258.06K	-0.69%
Jul 28, 2014	101.67	101.87	102.10	100.90	197.82K	-0.41%
Jul 25, 2014	102.09	102.04	102.53	101.00	284.92K	0.02%
Jul 24, 2014	102.07	103.20	103.31	101.88	194.40K	-1.02%
Jul 23, 2014	103.12	101.96	103.34	101.79	260.65K	-1.24%
Jul 22, 2014	104.42	104.58	105.25	103.89	43.19K	-0.16%
Jul 21, 2014	104.59	102.97	104.99	102.65	126.99K	1.42%
Jul 18, 2014	103.13	103.72	103.94	102.58	172.53K	-0.06%
Jul 17, 2014	103.19	101.49	103.90	101.27	342.87K	1.97%
Jul 16, 2014	101.20	100.21	101.60	100.07	240.20K	1.24%
Jul 15, 2014	99.96	100.93	101.06	99.01	331.20K	-0.94%
Jul 14, 2014	100.91	100.46	101.20	100.22	252.68K	0.08%
Jul 11, 2014	100.83	102.86	102.92	100.44	272.55K	-2.04%
Jul 10, 2014	102.93	101.95	103.00	101.55	238.08K	0.63%
Jul 09, 2014	102.29	103.45	103.60	101.85	250.99K	-1.07%
Jul 08, 2014	103.40	103.39	104.20	103.01	249.38K	-0.13%
Jul 07, 2014	103.53	104.06	104.09	103.19	189.25K	-0.22%
Jul 04, 2014	103.76	104.11	104.12	103.64	-	-0.29%
Jul 03, 2014	104.06	104.27	104.29	103.67	169.94K	-0.40%
Jul 02, 2014	104.48	105.21	105.53	104.10	240.07K	-0.82%
Jul 01, 2014	105.34	105.44	106.09	104.60	221.69K	-0.03%
Jun 30, 2014	105.37	105.69	105.76	104.66	215.33K	-0.35%
Jun 27, 2014	105.74	105.64	106.19	105.33	128.98K	-0.09%
Jun 26, 2014	105.84	106.71	106.81	105.03	195.72K	-0.62%
Jun 25, 2014	106.50	106.14	107.50	105.47	249.06K	0.44%
Jun 24, 2014	106.03	106.02	106.46	105.25	175.21K	-0.13%
Jun 23, 2014	106.17	107.42	107.45	105.91	175.47K	-1.02%
Jun 20, 2014	107.26	106.60	107.73	106.33	31.67K	0.78%
Jun 19, 2014	106.43	106.11	106.70	105.32	123.12K	0.43%
Jun 18, 2014	105.97	106.60	106.97	105.80	176.26K	-0.37%
Jun 17, 2014	106.36	106.59	107.18	106.01	252.97K	-0.51%
Jun 16, 2014	106.90	106.88	107.54	106.57	204.79K	-0.01%
Jun 13, 2014	106.91	106.84	107.68	106.37	255.39K	0.36%
Jun 12, 2014	106.53	104.47	106.95	104.35	321.50K	2.04%
Jun 11, 2014	104.40	104.30	104.81	104.17	187.73K	0.05%
Jun 10, 2014	104.35	104.46	105.06	103.98	255.60K	-0.06%
Jun 09, 2014	104.41	102.78	104.57	102.62	246.72K	1.70%
Jun 06, 2014	102.66	102.44	103.07	102.30	197.76K	0.18%
Jun 05, 2014	102.48	102.37	102.69	101.60	200.40K	-0.16%
Jun 04, 2014	102.64	102.79	103.69	102.34	208.54K	-0.02%
Jun 03, 2014	102.66	102.44	102.86	102.23	160.21K	0.19%
Jun 02, 2014	102.47	102.92	103.35	102.10	159.04K	-0.23%
May 30, 2014	102.71	103.51	103.56	102.40	169.73K	-0.84%
May 29, 2014	103.58	103.06	103.94	102.61	205.51K	0.84%
May 28, 2014	102.72	104.14	104.39	102.64	239.13K	-1.34%
May 27, 2014	104.11	104.34	104.50	103.57	174.39K	-0.16%
May 26, 2014	104.28	104.20	104.38	103.93	-	-0.07%
May 23, 2014	104.35	103.71	104.50	103.64	160.56K	0.59%
May 22, 2014	103.74	103.85	104.22	103.55	159.18K	-0.32%
May 21, 2014	104.07	102.96	104.29	102.78	272.13K	1.59%
May 20, 2014	102.44	102.60	102.86	102.10	48.32K	-0.17%
May 19, 2014	102.61	102.13	103.09	101.97	121.11K	0.58%
May 16, 2014	102.02	101.56	102.23	101.39	147.90K	0.51%
May 15, 2014	101.50	102.03	102.26	101.27	276.06K	-0.85%
May 14, 2014	102.37	101.91	102.65	101.83	234.48K	0.66%
May 13, 2014	101.70	100.63	102.05	100.36	253.59K	1.10%
May 12, 2014	100.59	100.12	100.93	99.93	211.65K	0.60%
