Date,Open,High,Low,Close,Volume,Adj Close
2016-01-20,44.880001,45.310001,42.389999,43.541,10600,43.541
2016-01-19,44.779999,45.16,44.740002,44.84,1100,44.84
2016-01-15,45.00,45.00,44.630001,45.00,3400,45.00
2016-01-14,45.200001,45.209999,45.200001,45.209999,2300,45.209999
2016-01-13,45.650002,45.650002,45.119999,45.119999,4500,45.119999
2016-01-12,45.689999,45.689999,45.540001,45.689999,700,45.689999
2016-01-11,45.556,45.650002,45.459999,45.650002,400,45.650002
2016-01-08,45.560001,45.938999,45.560001,45.925999,1200,45.925999
2016-01-07,46.060001,46.09,45.950001,45.950001,600,45.950001
2016-01-06,46.289001,46.289001,46.279999,46.279999,300,46.279999
2016-01-05,46.290001,46.290001,46.290001,46.290001,300,46.290001
2016-01-04,46.193001,46.276001,46.193001,46.276001,500,46.276001
2015-12-31,46.41,46.490002,46.41,46.490002,400,46.490002
2015-12-30,46.48,46.48,46.48,46.48,1000,46.48
2015-12-29,46.540001,46.650002,46.080002,46.544998,17600,46.544998
2015-12-28,46.508999,46.508999,46.508999,46.508999,000,46.508999
2015-12-24,46.508999,46.508999,46.508999,46.508999,000,46.508999
2015-12-23,46.00,46.509998,46.00,46.508999,2300,46.508999
2015-12-22,45.869999,45.869999,45.869999,45.869999,800,45.709999
2015-12-21,45.830002,45.939999,45.830002,45.905998,1200,45.745872
2015-12-18,45.855,45.860001,45.439999,45.439999,2200,45.281498
2015-12-17,45.771999,45.771999,45.771999,45.771999,000,45.612341
2015-12-16,46.16,46.32,45.700001,45.771999,9100,45.612341
2015-12-15,45.77,45.77,45.77,45.77,000,45.610349
2015-12-14,45.77,45.77,45.77,45.77,000,45.610349
2015-12-11,45.633999,45.77,45.633999,45.77,2700,45.610349
2015-12-10,46.060001,46.389999,45.991001,45.991001,700,45.830579
2015-12-09,46.313999,46.349998,46.054001,46.054001,1200,45.893359
2015-12-08,45.93,46.32,45.93,46.32,2800,46.15843
2015-12-07,46.00,46.00,45.849998,45.919998,900,45.759824
2015-12-04,46.610001,46.610001,46.610001,46.610001,000,46.447419
2015-12-03,46.576,46.776001,46.360001,46.610001,1400,46.447419
2015-12-02,46.660999,46.757999,46.644001,46.757999,600,46.594902
2015-12-01,47.349998,47.349998,47.099998,47.099998,400,46.935708
2015-11-30,46.882999,47.220001,46.882999,47.220001,1200,47.055292
2015-11-27,47.130001,47.130001,47.130001,47.130001,000,46.965606
2015-11-25,47.130001,47.130001,47.130001,47.130001,200,46.965606
2015-11-24,46.68,46.68,46.68,46.68,1400,46.517175
2015-11-23,46.988998,47.203999,46.824001,46.824001,700,46.660673
2015-11-20,47.111,47.285999,47.000999,47.236,2000,47.071235
2015-11-19,47.278999,47.278999,47.278999,47.278999,600,46.954642
2015-11-18,47.18,47.18,47.18,47.18,000,46.856322
2015-11-17,47.18,47.18,47.18,47.18,000,46.856322
2015-11-16,47.18,47.18,47.18,47.18,200,46.856322
2015-11-13,47.18,47.18,47.18,47.18,000,46.856322
2015-11-12,46.91,47.18,46.91,47.18,800,46.856322
2015-11-11,45.939999,48.700001,45.939999,48.700001,400,48.365895
2015-11-10,45.948002,47.740002,45.948002,47.740002,800,47.412482
2015-11-09,47.34,47.34,47.34,47.34,000,47.015224
2015-11-06,47.470001,47.470001,47.220001,47.34,700,47.015224
2015-11-05,47.529999,47.990002,47.529999,47.990002,1400,47.660767
2015-11-04,48.939999,48.939999,48.939999,48.939999,400,48.604246
2015-11-03,46.459999,47.599998,45.639999,47.599998,1100,47.273439
2015-11-02,46.240002,47.98,46.00,47.509998,5600,47.184056
2015-10-30,47.740002,47.740002,47.740002,47.740002,000,47.412482
2015-10-29,47.700001,47.75,47.305,47.740002,1800,47.412482
2015-10-28,46.93,47.209999,46.93,47.209999,400,46.886115
2015-10-27,47.57,47.57,45.311001,45.43,1500,45.118328
2015-10-26,45.549999,49.73,45.549999,47.810001,3000,47.482001
2015-10-23,48.00,49.889999,47.509998,47.91,7000,47.581314
2015-10-22,47.580002,49.389999,45.534,47.509998,13500,47.184056
2015-10-21,48.110001,48.110001,47.93,47.93,1700,47.601177
2015-10-20,48.799999,49.419998,47.990002,47.990002,700,47.501864
2015-10-19,48.450001,48.450001,48.445,48.450001,1000,47.957184
2015-10-16,47.91,48.00,47.91,48.00,12600,47.511761
2015-10-15,47.00,47.32,47.00,47.32,3400,46.838677
2015-10-14,45.311001,48.00,45.311001,47.742001,2100,47.256386
2015-10-13,47.549999,47.880001,47.459999,47.880001,1300,47.392982
2015-10-12,47.93,47.93,47.540001,47.540001,500,47.056441
2015-10-09,48.209999,49.990002,45.48,47.490002,6900,47.00695
2015-10-08,48.27,48.27,48.27,48.27,100,47.779015
2015-10-07,47.75,49.536999,47.75,49.536999,900,49.033126
2015-10-06,49.25,49.25,49.25,49.25,300,48.749046
2015-10-05,49.400002,49.400002,47.290001,47.369999,600,46.888168
2015-10-02,45.779999,46.459999,45.779999,46.459999,4900,45.987424
2015-10-01,45.970001,45.970001,45.970001,45.970001,000,45.50241
2015-09-30,48.540001,48.540001,45.970001,45.970001,600,45.50241
2015-09-29,46.529999,46.630001,46.369999,46.380001,1000,45.90824
2015-09-28,46.990002,47.00,46.259998,46.52,2100,46.046815
2015-09-25,46.610001,46.990002,46.610001,46.990002,6500,46.512036
2015-09-24,44.93,46.349998,44.93,46.32,700,45.848849
2015-09-23,44.900002,44.900002,44.900002,44.900002,000,44.443294
2015-09-22,46.970001,47.450001,44.849998,44.900002,1600,44.284922
2015-09-21,49.66,49.66,47.00,47.060001,18100,46.415332
2015-09-18,47.418999,47.418999,47.418999,47.418999,200,46.769412
2015-09-17,47.009998,47.009998,47.009998,47.009998,000,46.366014
2015-09-16,47.060001,47.060001,47.009998,47.009998,2900,46.366014
2015-09-15,47.009998,47.009998,47.009998,47.009998,000,46.366014
2015-09-14,47.279999,47.279999,47.009998,47.009998,500,46.366014
2015-09-11,48.119999,48.119999,48.119999,48.119999,100,47.460809
2015-09-10,47.299999,47.999001,47.00,47.00,1100,46.356153
2015-09-09,47.07,47.75,47.07,47.75,600,47.095879
2015-09-08,47.400002,47.400002,47.00,47.00,500,46.356153
2015-09-04,47.349998,47.349998,47.049999,47.049999,1400,46.405467
2015-09-03,47.049999,47.049999,47.049999,47.049999,000,46.405467
2015-09-02,47.049999,47.049999,46.950001,47.049999,3400,46.405467
2015-09-01,46.537998,46.537998,46.537998,46.537998,200,45.90048
2015-08-31,47.009998,47.179001,46.080002,46.080002,1900,45.448758
2015-08-28,46.992001,46.992001,46.992001,46.992001,300,46.348263
2015-08-27,46.459999,46.799999,44.200001,46.799999,7200,46.158892
2015-08-26,46.400002,46.419998,46.400002,46.419998,1000,45.784096
