Date,Open,High,Low,Close,Volume,Adj Close
2016-01-20,59.919998,59.939999,59.900002,59.93,173900,59.93
2016-01-19,59.93,59.950001,59.860001,59.950001,505200,59.950001
2016-01-15,59.919998,59.93,59.869999,59.900002,157300,59.900002
2016-01-14,59.855999,59.919998,59.846001,59.881001,17700,59.881001
2016-01-13,59.919998,59.93,59.875999,59.91,40000,59.91
2016-01-12,59.84,59.889999,59.84,59.860001,19300,59.860001
2016-01-11,59.869999,59.919998,59.860001,59.869999,174100,59.869999
2016-01-08,59.869999,59.900002,59.860001,59.869999,38800,59.869999
2016-01-07,59.882999,59.889999,59.84,59.880001,64000,59.880001
2016-01-06,59.880001,59.880001,59.849998,59.849998,16700,59.849998
2016-01-05,59.900002,59.900002,59.849998,59.849998,69600,59.849998
2016-01-04,59.84,59.91,59.830002,59.849998,595700,59.849998
2015-12-31,59.830002,59.869999,59.82,59.82,95500,59.82
2015-12-30,59.869999,59.869999,59.810001,59.810001,10900,59.810001
2015-12-29,59.880001,59.880001,59.810001,59.830002,182000,59.830002
2015-12-28,59.860001,59.869999,59.82,59.84,52900,59.84
2015-12-24,59.780998,59.796001,59.780998,59.796001,1900,59.796001
2015-12-23,59.810001,59.860001,59.790001,59.799999,11400,59.799999
2015-12-22,59.919998,59.919998,59.810001,59.849998,72500,59.809998
2015-12-21,59.900002,59.93,59.830002,59.849998,44000,59.809998
2015-12-18,59.849998,59.900002,59.849998,59.849998,17800,59.809998
2015-12-17,59.849998,59.869999,59.830002,59.830002,18500,59.790015
2015-12-16,59.849998,59.91,59.849998,59.849998,258500,59.809998
2015-12-15,59.93,59.93,59.900002,59.900002,17100,59.859968
2015-12-14,59.860001,59.939999,59.860001,59.91,239200,59.869959
2015-12-11,59.905998,59.919998,59.870998,59.889999,28400,59.849972
2015-12-10,59.888,59.919998,59.880001,59.880001,19700,59.83998
2015-12-09,59.904999,59.919998,59.869999,59.869999,19200,59.829985
2015-12-08,59.889999,59.918999,59.869999,59.869999,28200,59.829985
2015-12-07,59.900002,59.93,59.889999,59.889999,132000,59.849972
2015-12-04,59.880001,59.895,59.869999,59.869999,3100,59.829985
2015-12-03,59.900002,59.900002,59.860001,59.860001,18400,59.819993
2015-12-02,59.875,59.919998,59.869999,59.900002,5900,59.859968
2015-12-01,59.880001,59.93,59.810001,59.919998,65000,59.879951
2015-11-30,59.882,59.889999,59.860001,59.860001,16100,59.819993
2015-11-27,59.854,59.900002,59.853001,59.869999,65300,59.829985
2015-11-25,59.889999,59.889999,59.849998,59.860001,8200,59.819993
2015-11-24,59.84,59.869999,59.84,59.865002,31900,59.824991
2015-11-23,59.869999,59.869999,59.830002,59.849998,99800,59.809998
2015-11-20,59.830002,59.889999,59.830002,59.84,105100,59.800006
2015-11-19,59.908001,59.908001,59.869999,59.869999,21600,59.79501
2015-11-18,59.904999,59.919998,59.889999,59.889999,13600,59.814985
2015-11-17,59.880001,59.93,59.869999,59.884998,49900,59.80999
2015-11-16,59.924999,59.93,59.889999,59.919998,111600,59.844946
2015-11-13,59.924999,59.93,59.900002,59.900002,8700,59.824975
2015-11-12,59.939999,59.939999,59.889999,59.900002,19200,59.824975
2015-11-11,59.949001,59.949001,59.889999,59.939999,24300,59.864922
